"x1","x2","x3","x4","x5","time","event"
1,1,14.6501169874303,21.0023122686808,-0.685661664496834,1.56323862759599,1
1,0,11.0482443623022,18.8883038033559,-0.79271446858291,4.79448338061078,1
0,1,11.9414668328172,13.1010570629486,-0.407004152261873,11.5615043186117,0
1,1,10.7539467943052,11.9731802245773,-1.14867061145898,8.2983012702316,0
1,0,8.00813320691569,14.8327666781262,1.11576046554672,10.0139854790539,1
1,0,8.80503417390391,21.4633529139332,-0.879456778170003,1.24665890011393,1
1,1,10.3305028461603,19.3911869843663,1.27932293753161,1.46600783068835,1
0,1,4.14304564284487,17.0636236396952,-1.45427725484716,1.92804132593323,1
1,0,8.3041715468429,16.8721117720736,0.84222876919352,8.93026774004102,0
1,1,11.5971690244469,22.2062681392508,-0.603215007812732,0.992767240852118,0
0,0,9.40308802406956,13.5566360622797,0.131555027342539,10.865115204826,0
1,1,9.43277724610926,22.9927057323618,0.764444556679586,0.494867483828155,1
1,0,11.7390386132975,21.7971840449504,-0.917135166591924,1.32183918074928,1
0,0,8.91128943060205,16.5197499182254,0.23739451514297,2.29983359979703,1
0,0,11.2576064707552,19.6090082745682,-0.0446890666120593,11.3594861115732,1
1,1,7.15533108410922,23.5724008548651,-1.11855030356248,0.542809129455266,1
1,0,7.54497473333143,25.403660381065,0.576705022824006,0.907881499892466,1
0,0,6.65178896851114,25.955881577234,-2.30174221004384,6.37522295862436,0
0,1,10.1687969644898,21.4842688513891,1.54401138418949,9.90697813779116,0
1,0,9.5877486720592,19.1421070259497,1.19632123896946,2.07802233249082,1
1,1,12.8837432805641,21.8219783597566,-0.201676879864589,0.259941894561052,0
0,0,9.91643579322927,18.9675555589757,-0.432271579852631,3.51639212455499,1
1,0,12.7075089555276,15.9883049915835,0.346948643890299,3.05728645403536,1
1,0,13.8904505518457,23.3765739311918,-0.485377933779251,0.354476068238078,1
0,0,9.01812353258372,22.7786351035865,-0.195306080234756,3.27635167430745,1
1,0,10.7768781498892,25.0440149905892,0.229797411715838,4.87500328667783,1
0,0,8.31021348162804,26.6662371573507,-0.0946537580368488,2.75959205053776,1
1,0,11.4759807357422,25.8874317523574,1.71019954048516,0.821639950378385,1
0,1,7.84047933743228,23.1572628203377,-0.335749000921179,1.51359851707641,1
1,1,7.94705224751275,19.8541829152666,-0.875324824335344,4.30522249080241,0
1,1,10.5775867231578,19.63486689343,-1.13255449171348,1.2085231867162,1
1,0,10.1816226385743,18.3485482438324,-0.56602063273169,1.65098646556544,1
0,0,10.5252463534224,16.8757552067197,-0.974384403128723,5.16555995866656,0
1,0,10.1386698255825,18.4396288583525,0.945082340846264,0.783874545242788,1
0,0,8.94271236228635,22.455350488037,0.247741105300021,0.90986939431326,1
1,1,9.73959567096247,21.538708081333,-0.104674620432457,0.370590999944167,1
0,1,13.2403174887116,15.1773734007265,0.0277616799037131,0.677304068891513,1
0,1,9.96420975335306,24.7914048800562,-0.907276482340544,6.76570218090727,1
1,0,7.36302120210141,25.1645650666274,2.3509337520258,10.656037122002,1
1,0,8.31087967883744,25.9322864100821,0.808769724481045,2.94739135897581,1
0,1,7.79637025501779,15.1056190567536,0.784140418846701,13.6727988570929,0
0,0,8.199819713985,18.3473014625159,0.170236490795333,1.25699604318316,1
0,0,7.47783216035504,18.3616765351508,0.159197651530768,1.06627552583814,0
1,1,4.74830219503419,18.1953411269512,0.678018100413371,4.92150365374982,0
0,1,11.3381314983811,17.7412041930874,0.434371999584651,6.00771788880229,0
1,0,11.3200830184616,17.7599586620132,0.780554430230763,12.7109436468056,1
1,1,9.49879912921778,16.1177677320312,-0.444567758454349,1.90700462736838,1
1,1,8.55240536609236,17.7487058153063,1.2715164118455,2.52484808528511,1
1,1,8.37563673534117,18.6718542268071,-1.47339222749877,1.33946874263956,1
1,0,10.7974686720368,20.7746004389972,1.82601047314349,1.38942384906113,0
0,1,10.4531271477588,22.4225714250889,-0.0821605442182188,0.57785909273151,1
0,0,10.8432871595064,23.8314943977,0.207066157170724,0.911748627496501,1
0,0,10.0096758874482,16.7967262440624,-0.0581589957425658,1.75463122135993,1
1,1,11.237967830193,20.170194622421,-0.843052009454205,0.922508366160625,1
0,0,10.8622678889719,29.3428034480536,-0.466487279539017,0.718822300179313,1
1,1,11.1166247403744,18.1525301767121,1.51644902909499,0.134134016254264,1
1,1,10.991922561344,22.9617196241626,2.07396139462956,3.61750056435022,1
0,1,13.3237714818916,17.2066213572709,-1.05674676492714,10.2933319233521,1
0,0,7.88993077559099,24.2614756058225,0.355248794893353,11.6360875318403,1
1,0,13.01664937356,22.182067285355,-0.537626676315252,6.14324838655067,1
1,0,9.33158268668985,16.3271627190272,0.0903163658583597,2.01471246154565,1
1,1,9.87003851236312,24.1007653747043,0.348538284602587,3.40902362639166,1
1,0,10.1621630774268,24.5029536116245,-0.517518995099845,1.29364799036674,1
1,0,9.10357040892232,23.5312015399936,0.287301302415267,4.25281295355186,1
1,0,4.89238609946807,8.92768555659724,1.66807499684583,1.92810898460448,0
0,1,9.37413492976197,20.5753063154251,-1.08093672458647,0.911313966614702,1
0,1,10.0827663040806,26.0795325006072,-0.397851104622374,0.800036936628936,1
1,0,6.52454387732476,19.3147356879157,0.297208816443405,5.02893478050828,0
1,0,11.0998793193968,17.3674200027282,0.37342905926644,9.01987840063115,1
0,1,8.80545261481336,19.3828215916544,0.0675844815430184,4.40144440032672,1
0,1,12.8954836120731,10.4678427346532,0.346634030494695,1.13725689612329,0
0,0,10.5297362285285,15.4468116348736,-0.164571372800586,1.53163252270876,1
0,0,8.42243438443506,19.6509778687498,0.189982806585771,12.2036577484327,1
0,1,10.3354644413431,23.3413068825768,-0.0686986351389328,0.737361939989152,1
0,0,10.5151662164025,20.848443472766,0.916450207694266,1.11145605063309,1
1,1,11.8240947349006,22.5653852056182,0.710549614762121,2.99590276624854,1
0,1,9.68625523489027,15.8715961288564,-0.0190896861258043,7.80459604226053,0
0,0,5.93324858310583,25.9430826150124,1.31312687307811,8.89876094444212,1
1,0,7.40066835384285,24.7619049891116,0.170386155804506,11.7487378758378,0
0,0,8.28549868014193,22.4689069259057,0.578816605533788,0.770430169938949,1
1,0,10.8525305890724,19.3082467021365,0.227904874997665,1.54130637296946,1
0,1,9.43032747383049,23.4463217630279,-0.612459865597317,0.75963319838047,0
0,0,8.77126291606028,17.5196563018222,0.734030133030624,11.4575676366221,0
1,1,8.31021833568503,16.4871478109264,-1.85050186253115,5.09814012050629,0
1,1,10.3073899144377,11.0856194124952,-0.968544839770566,2.18997012265027,0
1,0,8.29713544844362,20.77305290107,0.62762646905029,1.70712391355845,1
0,1,9.20415785411423,10.7493731322388,1.24027762938144,5.64815231814775,1
0,1,8.12004554743809,19.9026648314571,-1.5069030571303,7.50574898533523,0
0,1,7.22349251716116,21.7653623569562,1.18259689371289,0.248218658475962,1
0,0,11.9103691777268,23.1583070150783,-1.33418855936283,2.05106275732141,1
1,1,7.36500905993524,24.0872785067309,-0.596320294015713,1.40207599502962,1
0,0,10.1460582923192,22.4610446381484,-1.32949216503638,10.7114803325448,1
0,1,8.86362830286326,16.5616885753256,-0.182113418617215,8.04780533351004,0
1,1,7.88309866243234,23.5629959054759,0.0491385446373278,3.78470623981427,1
1,0,10.5186270768341,20.2530989899496,0.412076431613412,1.40565749531981,1
1,1,10.7462690090383,12.5413557777601,-0.422353546385099,1.30577722750604,0
0,1,12.5293335385683,19.5474525963072,-0.0196536597344667,1.96125766941097,1
1,0,10.6504499921365,12.8664544964994,0.303016425333838,0.89574327076383,1
1,1,9.72306536098339,15.7860382371054,-0.972422343455087,2.1289334939991,1
1,1,15.2049377945596,17.5225812907813,-0.701155053616588,3.08681952625408,1
1,0,8.69943114302417,17.6522456939234,1.37843190060709,13.3888366017491,0
0,1,7.99363354337328,23.7079029277744,-2.95313731358376,0.455505751320778,1
0,1,8.92977217425104,19.73837661865,0.955836563019408,0.549976543920963,1
0,0,9.77917086644642,16.2515529648993,1.06003423492052,0.759134869475369,1
1,0,11.2008603386271,17.4645622649543,1.35096056599856,0.206063205376267,0
1,1,10.8316901191974,17.6991028559397,-0.401555741178659,10.9597440580521,1
